Vehicle Selection Mode,--,Network-wide,--
,,260_262,35280.00
,,262_264,35401.00
,,264_266,35569.00
,,266_268,35730.00
,,268_270,35872.00
,,270_272,35992.00
,,272_274,36129.00
,,274_276,36271.00
,,276_278,36423.00
,,278_280,36554.00
,,280_282,36728.00
,,282_284,36928.00
,,284_286,37094.00
,,286_288,37255.00
,,288_290,37440.00
,,290_292,37611.00
,,292_294,37815.00
,,294_296,38050.00
,,296_298,38277.00
,,298_300,38520.00
,,300_302,38752.00
,,302_304,38985.00
,,304_306,39206.00
,,306_308,39534.00
,,308_310,39825.00
,,310_312,40122.00
,,312_314,40414.00
,,314_316,40712.00
,,316_318,40982.00
,,318_320,41317.00
,,320_322,41612.00
,,322_324,41909.00
,,324_326,42220.00
,,326_328,42524.00
,,328_330,42848.00
,,330_332,43148.00
,,332_334,43479.00
,,334_336,43828.00
,,336_338,44149.00
,,338_340,44480.00
,,340_342,44791.00
,,342_344,45155.00
,,344_346,45506.00
,,346_348,45916.00
,,348_350,46257.00
,,350_352,46633.00
,,352_354,47029.00
,,354_356,47501.00
,,356_358,47966.00
,,358_360,48366.00
,,360_362,48746.00
,,362_364,49112.00
,,364_366,49502.00
,,366_368,49825.00
,,368_370,50187.00
,,370_372,50449.00
,,372_374,50730.00
,,374_376,51030.00
,,376_378,51337.00
,,378_380,51604.00
,,380_382,51910.00
,,382_384,52176.00
,,384_386,52412.00
,,386_388,52689.00
,,388_390,52955.00
,,390_392,53187.00
,,392_394,53422.00
,,394_396,53671.00
,,396_398,53923.00
,,398_400,54168.00
,,400_402,54403.00
,,402_404,54653.00
,,404_406,54894.00
,,406_408,55111.00
,,408_410,55326.00
,,410_412,55566.00
,,412_414,55791.00
,,414_416,56045.00
,,416_418,56266.00
,,418_420,56541.00
,,420_422,56799.00
,,422_424,57037.00
,,424_426,57261.00
,,426_428,57500.00
,,428_430,57715.00
,,430_432,57909.00
,,432_434,58112.00
,,434_436,58325.00
,,436_438,58563.00
,,438_440,58787.00
,,440_442,58999.00
,,442_444,59199.00
,,444_446,59379.00
,,446_448,59557.00
,,448_450,59729.00
,,450_452,59918.00
,,452_454,60069.00
,,454_456,60223.00
,,456_458,60374.00
,,458_460,60545.00
,,460_462,60716.00
,,462_464,60898.00
,,464_466,61052.00
,,466_468,61223.00
,,468_470,61380.00
,,470_472,61523.00
,,472_474,61665.00
,,474_476,61808.00
,,476_478,61920.00
,,478_480,62071.00
,,480_482,62195.00
,,482_484,62323.00
,,484_486,62427.00
,,486_488,62532.00
,,488_490,62641.00
,,490_492,62753.00
,,492_494,62835.00
,,494_496,62912.00
,,496_498,62999.00
,,498_500,63095.00
,,500_502,63172.00
,,502_504,63263.00
,,504_506,63336.00
,,506_508,63408.00
,,508_510,63478.00
,,510_512,63541.00
,,512_514,63599.00
,,514_516,63647.00
,,516_518,63692.00
,,518_520,63741.00
,,520_522,63777.00
,,522_524,63805.00
,,524_526,63824.00
,,526_528,63851.00
,,528_530,63873.00
,,530_532,63891.00
,,532_534,63905.00
,,534_536,63920.00
,,536_538,63932.00
,,538_540,63937.00
,,540_542,63946.00
,,542_544,63949.00
,,544_546,63956.00
,,546_548,63960.00
,,548_550,63964.00
,,550_552,63971.00
,,552_554,63972.00
,,554_556,63979.00
,,556_558,63981.00
,,558_560,63982.00
,,560_562,63984.00
,,562_564,63986.00
,,564_566,63987.00
,,566_568,63988.00
,,568_570,63989.00
,,572_574,63990.00
,,576_578,63991.00
,,582_584,63992.00
,,584_586,63993.00
Category,Travel Time Bin (2 min Interval),Total Travel Time (min),
,,0_2,1902.60
,,2_4,8175.38
,,4_6,14038.61
,,6_8,13223.94
,,8_10,15080.96
,,10_12,21656.23
,,12_14,15773.49
,,14_16,15634.72
,,16_18,13993.06
,,18_20,12524.32
,,20_22,20055.07
,,22_24,15244.41
,,24_26,14103.79
,,26_28,13281.93
,,28_30,14967.83
,,30_32,13868.63
,,32_34,14525.31
,,34_36,14108.92
,,36_38,12600.33
,,38_40,13526.70
,,40_42,12651.36
,,42_44,12452.18
,,44_46,11334.34
,,46_48,13013.98
,,48_50,11608.79
,,50_52,11355.40
,,52_54,12442.14
,,54_56,11655.55
,,56_58,12645.90
,,58_60,13691.74
,,60_62,13713.75
,,62_64,13990.01
,,64_66,11310.44
,,66_68,10320.94
,,68_70,11377.49
,,70_72,10098.63
,,72_74,11532.63
,,74_76,10938.52
,,76_78,11385.68
,,78_80,10986.35
,,80_82,11910.26
,,82_84,12197.23
,,84_86,11633.58
,,86_88,12013.79
,,88_90,10863.14
,,90_92,9278.36
,,92_94,10226.34
,,94_96,12638.48
,,96_98,13751.39
,,98_100,10392.76
,,100_102,9697.04
,,102_104,10401.98
,,104_106,8500.65
,,106_108,8981.09
,,108_110,8830.07
,,110_112,7870.37
,,112_114,8475.09
,,114_116,7018.28
,,116_118,7371.35
,,118_120,8081.88
,,120_122,7627.59
,,122_124,8248.21
,,124_126,6252.33
,,126_128,6601.68
,,128_130,6703.87
,,130_132,8643.52
,,132_134,7723.50
,,134_136,9175.59
,,136_138,8900.90
,,138_140,9445.63
,,140_142,9717.87
,,142_144,10002.83
,,144_146,13199.59
,,146_148,11323.15
,,148_150,14903.34
,,150_152,12686.67
,,152_154,13607.63
,,154_156,14725.54
,,156_158,8628.95
,,158_160,13677.36
,,160_162,12556.98
,,162_164,14662.86
,,164_166,14524.74
,,166_168,18712.84
,,168_170,19429.99
,,170_172,18125.62
,,172_174,20754.85
,,174_176,26253.20
,,176_178,20880.76
,,178_180,20583.96
,,180_182,22444.00
,,182_184,34413.40
,,184_186,28298.61
,,186_188,20757.11
,,188_190,26828.65
,,190_192,22150.35
,,192_194,20843.78
,,194_196,18130.82
,,196_198,19693.96
,,198_200,24281.75
,,200_202,20898.97
,,202_204,22945.77
,,204_206,21932.10
,,206_208,26073.50
,,208_210,23209.05
,,210_212,24682.45
,,212_214,26413.96
,,214_216,24077.67
,,216_218,26250.23
,,218_220,27805.13
,,220_222,27417.77
,,222_224,26317.56
,,224_226,27671.15
,,226_228,21564.22
,,228_230,23582.39
,,230_232,27022.73
,,232_234,29821.08
,,234_236,27503.17
,,236_238,22747.36
,,238_240,24376.22
,,240_242,33734.20
,,242_244,35724.69
,,244_246,39698.77
,,246_248,36797.56
,,248_250,36609.14
,,250_252,36140.73
,,252_254,34668.26
,,254_256,34936.39
,,256_258,43434.13
,,258_260,34443.70
,,260_262,37586.82
,,262_264,31829.00
,,264_266,44514.89
,,266_268,42982.53
,,268_270,38195.43
,,270_272,32511.65
,,272_274,37396.82
,,274_276,39057.26
,,276_278,42100.92
,,278_280,36544.10
,,280_282,48890.99
,,282_284,56591.57
,,284_286,47320.66
,,286_288,46221.36
,,288_290,53461.14
,,290_292,49770.34
,,292_294,59776.38
,,294_296,69331.77
,,296_298,67411.65
,,298_300,72661.64
,,300_302,69844.96
,,302_304,70612.02
,,304_306,67414.92
,,306_308,100703.22
,,308_310,89917.39
,,310_312,92369.82
,,312_314,91399.13
,,314_316,93863.77
,,316_318,85598.92
,,318_320,106888.24
,,320_322,94700.13
,,322_324,95927.79
,,324_326,101066.13
,,326_328,99413.90
,,328_330,106590.85
,,330_332,99295.81
,,332_334,110214.82
,,334_336,116918.69
,,336_338,108181.41
,,338_340,112198.95
,,340_342,106048.79
,,342_344,124859.77
,,344_346,121077.04
,,346_348,142277.06
,,348_350,119001.17
,,350_352,131973.09
,,352_354,139788.36
,,354_356,167566.63
,,356_358,165986.25
,,358_360,143600.31
,,360_362,137202.95
,,362_364,132846.03
,,364_366,142335.53
,,366_368,118548.52
,,368_370,133567.09
,,370_372,97209.74
,,372_374,104823.99
,,374_376,112500.83
,,376_378,115723.33
,,378_380,101197.31
,,380_382,116573.88
,,382_384,101865.45
,,384_386,90851.60
,,386_388,107194.41
,,388_390,103461.86
,,390_392,90712.59
,,392_394,92360.38
,,394_396,98357.13
,,396_398,100034.16
,,398_400,97759.48
,,400_402,94247.45
,,402_404,100750.88
,,404_406,97595.27
,,406_408,88303.95
,,408_410,87941.77
,,410_412,98656.98
,,412_414,92912.15
,,414_416,105411.03
,,416_418,92153.92
,,418_420,115233.59
,,420_422,108610.35
,,422_424,100665.58
,,424_426,95190.41
,,426_428,102056.15
,,428_430,92233.13
,,430_432,83625.45
,,432_434,87897.91
,,434_436,92654.10
,,436_438,104004.78
,,438_440,98331.63
,,440_442,93487.90
,,442_444,88577.30
,,444_446,80090.20
,,446_448,79561.49
,,448_450,77229.18
,,450_452,85226.73
,,452_454,68414.04
,,454_456,70071.68
,,456_458,69015.29
,,458_460,78493.10
,,460_462,78842.91
,,462_464,84264.02
,,464_466,71615.57
,,466_468,79849.66
,,468_470,73636.10
,,470_472,67349.14
,,472_474,67156.16
,,474_476,67927.70
,,476_478,53419.22
,,478_480,72323.52
,,480_482,59650.07
,,482_484,61827.64
,,484_486,50445.77
,,486_488,51142.23
,,488_490,53300.27
,,490_492,54992.35
,,492_494,40424.71
,,494_496,38105.71
,,496_498,43238.52
,,498_500,47902.66
,,500_502,38575.54
,,502_504,45765.00
,,504_506,36873.32
,,506_508,36509.37
,,508_510,35627.31
,,510_512,32197.99
,,512_514,29753.60
,,514_516,24718.92
,,516_518,23267.73
,,518_520,25435.38
,,520_522,18755.18
,,522_524,14644.14
,,524_526,9975.72
,,526_528,14225.33
,,528_530,11634.12
,,530_532,9557.69
,,532_534,7462.39
,,534_536,8022.89
,,536_538,6445.93
,,538_540,2693.78
,,540_542,4869.38
,,542_544,1630.85
,,544_546,3814.41
,,546_548,2189.31
,,548_550,2197.27
,,550_552,3854.60
,,552_554,553.64
,,554_556,3885.37
,,556_558,1114.61
,,558_560,558.83
,,560_562,1123.36
,,562_564,1126.65
,,564_566,564.61
,,566_568,566.77
,,568_570,569.00
,,572_574,573.80
,,576_578,576.71
,,582_584,583.30
,,584_586,585.44
Category,Travel Time Bin (2 min Interval),Total Travel Distance (mile),
,,0_2,834.83
,,2_4,3551.08
,,4_6,5842.89
,,6_8,4693.95
,,8_10,4932.34
,,10_12,7151.08
,,12_14,4389.69
,,14_16,3533.62
,,16_18,2780.62
,,18_20,2049.60
,,20_22,2188.69
,,22_24,1759.09
,,24_26,1545.49
,,26_28,1352.78
,,28_30,1355.46
,,30_32,1219.98
,,32_34,1221.87
,,34_36,1172.97
,,36_38,1012.17
,,38_40,1085.72
,,40_42,955.76
,,42_44,844.40
,,44_46,771.52
,,46_48,836.55
,,48_50,686.66
,,50_52,679.71
,,52_54,680.56
,,54_56,639.32
,,56_58,639.16
,,58_60,688.60
,,60_62,616.55
,,62_64,633.54
,,64_66,524.38
,,66_68,420.50
,,68_70,502.87
,,70_72,388.36
,,72_74,450.25
,,74_76,390.51
,,76_78,374.77
,,78_80,361.42
,,80_82,390.51
,,82_84,351.79
,,84_86,351.42
,,86_88,337.72
,,88_90,343.76
,,90_92,280.19
,,92_94,287.36
,,94_96,291.45
,,96_98,300.22
,,98_100,254.36
,,100_102,185.16
,,102_104,208.34
,,104_106,209.27
,,106_108,184.53
,,108_110,176.88
,,110_112,158.62
,,112_114,164.35
,,114_116,128.63
,,116_118,137.35
,,118_120,191.91
,,120_122,124.77
,,122_124,153.19
,,124_126,106.63
,,126_128,110.22
,,128_130,91.69
,,130_132,115.95
,,132_134,109.55
,,134_136,115.54
,,136_138,120.33
,,138_140,112.04
,,140_142,126.97
,,142_144,130.80
,,144_146,174.50
,,146_148,149.35
,,148_150,174.98
,,150_152,181.02
,,152_154,180.28
,,154_156,186.93
,,156_158,108.16
,,158_160,177.58
,,160_162,146.53
,,162_164,172.75
,,164_166,154.41
,,166_168,194.87
,,168_170,210.59
,,170_172,173.17
,,172_174,201.82
,,174_176,274.67
,,176_178,212.19
,,178_180,196.56
,,180_182,197.12
,,182_184,303.98
,,184_186,264.74
,,186_188,219.20
,,188_190,266.97
,,190_192,234.64
,,192_194,215.20
,,194_196,167.64
,,196_198,204.02
,,198_200,256.68
,,200_202,226.86
,,202_204,207.38
,,204_206,225.21
,,206_208,234.07
,,208_210,219.55
,,210_212,227.90
,,212_214,234.01
,,214_216,245.55
,,216_218,248.22
,,218_220,271.32
,,220_222,272.64
,,222_224,235.69
,,224_226,272.12
,,226_228,227.41
,,228_230,230.31
,,230_232,276.09
,,232_234,271.95
,,234_236,243.40
,,236_238,219.40
,,238_240,266.21
,,240_242,337.52
,,242_244,322.07
,,244_246,345.57
,,246_248,340.05
,,248_250,328.84
,,250_252,334.07
,,252_254,330.15
,,254_256,308.67
,,256_258,388.10
,,258_260,311.73
,,260_262,307.16
,,262_264,281.78
,,264_266,359.39
,,266_268,385.00
,,268_270,319.62
,,270_272,283.66
,,272_274,299.98
,,274_276,310.67
,,276_278,362.44
,,278_280,327.88
,,280_282,403.00
,,282_284,451.68
,,284_286,418.41
,,286_288,419.56
,,288_290,463.67
,,290_292,390.25
,,292_294,477.34
,,294_296,499.37
,,296_298,499.89
,,298_300,556.75
,,300_302,528.03
,,302_304,576.75
,,304_306,502.52
,,306_308,816.51
,,308_310,699.70
,,310_312,675.39
,,312_314,617.14
,,314_316,646.03
,,316_318,594.89
,,318_320,714.98
,,320_322,678.73
,,322_324,727.06
,,324_326,745.27
,,326_328,672.84
,,328_330,744.34
,,330_332,722.14
,,332_334,770.73
,,334_336,832.60
,,336_338,803.72
,,338_340,803.00
,,340_342,748.45
,,342_344,843.97
,,344_346,855.64
,,346_348,1065.08
,,348_350,828.86
,,350_352,915.19
,,352_354,1016.70
,,354_356,1221.96
,,356_358,1227.17
,,358_360,975.00
,,360_362,1040.79
,,362_364,946.39
,,364_366,1070.71
,,366_368,944.36
,,368_370,1051.23
,,370_372,763.66
,,372_374,830.90
,,374_376,839.02
,,376_378,851.34
,,378_380,698.67
,,380_382,863.85
,,382_384,757.30
,,384_386,612.59
,,386_388,761.18
,,388_390,705.98
,,390_392,591.30
,,392_394,620.28
,,394_396,691.12
,,396_398,702.03
,,398_400,697.13
,,400_402,595.55
,,402_404,707.04
,,404_406,684.79
,,406_408,602.01
,,408_410,607.58
,,410_412,677.15
,,412_414,650.50
,,414_416,742.48
,,416_418,633.64
,,418_420,809.70
,,420_422,783.14
,,422_424,676.49
,,424_426,650.34
,,426_428,663.72
,,428_430,630.83
,,430_432,563.50
,,432_434,579.63
,,434_436,639.93
,,436_438,792.94
,,438_440,745.92
,,440_442,644.57
,,442_444,643.86
,,444_446,569.60
,,446_448,543.49
,,448_450,532.05
,,450_452,656.57
,,452_454,500.27
,,454_456,510.44
,,456_458,506.34
,,458_460,601.27
,,460_462,600.97
,,462_464,655.37
,,464_466,590.72
,,466_468,620.68
,,468_470,574.95
,,470_472,535.99
,,472_474,515.31
,,474_476,532.43
,,476_478,408.35
,,478_480,555.55
,,480_482,467.88
,,482_484,472.75
,,484_486,396.76
,,486_488,410.58
,,488_490,419.17
,,490_492,445.91
,,492_494,330.40
,,494_496,258.38
,,496_498,325.99
,,498_500,348.32
,,500_502,273.37
,,502_504,328.31
,,504_506,279.22
,,506_508,258.77
,,508_510,299.94
,,510_512,253.70
,,512_514,238.87
,,514_516,199.93
,,516_518,191.63
,,518_520,202.81
,,520_522,158.87
,,522_524,126.42
,,524_526,78.21
,,526_528,117.92
,,528_530,110.09
,,530_532,80.89
,,532_534,66.54
,,534_536,63.40
,,536_538,58.23
,,538_540,19.84
,,540_542,39.26
,,542_544,11.03
,,544_546,27.14
,,546_548,17.08
,,548_550,16.55
,,550_552,31.17
,,552_554, 2.96
,,554_556,25.76
,,556_558, 7.35
,,558_560, 2.38
,,560_562, 5.13
,,562_564, 6.54
,,564_566, 2.38
,,566_568, 2.96
,,568_570, 3.88
,,572_574, 4.13
,,576_578, 3.87
,,582_584, 4.13
,,584_586, 5.63
Category,Travel Time Bin (2 min Interval),Avg Travel Time (min),
,,0_2, 1.49
,,2_4, 2.95
,,4_6, 4.90
,,6_8, 6.95
,,8_10, 8.98
,,10_12,10.97
,,12_14,12.96
,,14_16,15.00
,,16_18,16.90
,,18_20,18.98
,,20_22,21.20
,,22_24,22.92
,,24_26,25.01
,,26_28,27.00
,,28_30,29.01
,,30_32,30.96
,,32_34,33.01
,,34_36,35.01
,,36_38,36.95
,,38_40,38.98
,,40_42,40.94
,,42_44,42.94
,,44_46,44.98
,,46_48,46.98
,,48_50,48.98
,,50_52,50.92
,,52_54,52.95
,,54_56,54.98
,,56_58,56.96
,,58_60,59.02
,,60_62,60.95
,,62_64,63.02
,,64_66,65.00
,,66_68,67.02
,,68_70,68.95
,,70_72,71.12
,,72_74,72.99
,,74_76,74.92
,,76_78,76.93
,,78_80,79.04
,,80_82,81.02
,,82_84,82.97
,,84_86,84.92
,,86_88,87.06
,,88_90,89.04
,,90_92,90.96
,,92_94,92.97
,,94_96,95.03
,,96_98,96.84
,,98_100,98.98
,,100_102,101.01
,,102_104,102.99
,,104_106,104.95
,,106_108,106.92
,,108_110,109.01
,,110_112,110.85
,,112_114,113.00
,,114_116,115.05
,,116_118,117.01
,,118_120,118.85
,,120_122,121.07
,,122_124,123.11
,,124_126,125.05
,,126_128,126.96
,,128_130,128.92
,,130_132,130.96
,,132_134,133.16
,,134_136,134.94
,,136_138,136.94
,,138_140,138.91
,,140_142,140.84
,,142_144,142.90
,,144_146,145.05
,,146_148,147.05
,,148_150,149.03
,,150_152,151.03
,,152_154,152.89
,,154_156,155.01
,,156_158,156.89
,,158_160,159.04
,,160_162,160.99
,,162_164,162.92
,,164_166,165.05
,,166_168,167.08
,,168_170,168.96
,,170_172,171.00
,,172_174,172.96
,,174_176,175.02
,,176_178,176.96
,,178_180,178.99
,,180_182,181.00
,,182_184,183.05
,,184_186,184.96
,,186_188,187.00
,,188_190,188.93
,,190_192,190.95
,,192_194,193.00
,,194_196,194.96
,,196_198,196.94
,,198_200,199.03
,,200_202,200.95
,,202_204,203.06
,,204_206,204.97
,,206_208,206.93
,,208_210,209.09
,,210_212,210.96
,,212_214,213.02
,,214_216,214.98
,,216_218,216.94
,,218_220,218.94
,,220_222,221.11
,,222_224,223.03
,,224_226,224.97
,,226_228,226.99
,,228_230,228.96
,,230_232,230.96
,,232_234,232.98
,,234_236,235.07
,,236_238,236.95
,,238_240,238.98
,,240_242,240.96
,,242_244,243.03
,,244_246,245.05
,,246_248,246.96
,,248_250,249.04
,,250_252,250.98
,,252_254,253.05
,,254_256,255.01
,,256_258,257.01
,,258_260,258.98
,,260_262,261.02
,,262_264,263.05
,,264_266,264.97
,,266_268,266.97
,,268_270,268.98
,,270_272,270.93
,,272_274,272.97
,,274_276,275.05
,,276_278,276.98
,,278_280,278.96
,,280_282,280.98
,,282_284,282.96
,,284_286,285.06
,,286_288,287.09
,,288_290,288.98
,,290_292,291.05
,,292_294,293.02
,,294_296,295.03
,,296_298,296.97
,,298_300,299.02
,,300_302,301.06
,,302_304,303.06
,,304_306,305.04
,,306_308,307.02
,,308_310,308.99
,,310_312,311.01
,,312_314,313.01
,,314_316,314.98
,,316_318,317.03
,,318_320,319.07
,,320_322,321.02
,,322_324,322.99
,,324_326,324.97
,,326_328,327.02
,,328_330,328.98
,,330_332,330.99
,,332_334,332.98
,,334_336,335.01
,,336_338,337.01
,,338_340,338.97
,,340_342,340.99
,,342_344,343.02
,,344_346,344.95
,,346_348,347.02
,,348_350,348.98
,,350_352,350.99
,,352_354,353.00
,,354_356,355.01
,,356_358,356.96
,,358_360,359.00
,,360_362,361.06
,,362_364,362.97
,,364_366,364.96
,,366_368,367.02
,,368_370,368.97
,,370_372,371.03
,,372_374,373.04
,,374_376,375.00
,,376_378,376.95
,,378_380,379.02
,,380_382,380.96
,,382_384,382.95
,,384_386,384.96
,,386_388,386.98
,,388_390,388.95
,,390_392,391.00
,,392_394,393.02
,,394_396,395.01
,,396_398,396.96
,,398_400,399.02
,,400_402,401.05
,,402_404,403.00
,,404_406,404.96
,,406_408,406.93
,,408_410,409.03
,,410_412,411.07
,,412_414,412.94
,,414_416,415.00
,,416_418,416.99
,,418_420,419.03
,,420_422,420.97
,,422_424,422.96
,,424_426,424.96
,,426_428,427.01
,,428_430,428.99
,,430_432,431.06
,,432_434,432.99
,,434_436,435.00
,,436_438,436.99
,,438_440,438.98
,,440_442,440.98
,,442_444,442.89
,,444_446,444.95
,,446_448,446.97
,,448_450,449.01
,,450_452,450.94
,,452_454,453.07
,,454_456,455.01
,,456_458,457.05
,,458_460,459.02
,,460_462,461.07
,,462_464,462.99
,,464_466,465.04
,,466_468,466.96
,,468_470,469.02
,,470_472,470.97
,,472_474,472.93
,,474_476,475.02
,,476_478,476.96
,,478_480,478.96
,,480_482,481.05
,,482_484,483.03
,,484_486,485.06
,,486_488,487.07
,,488_490,488.99
,,490_492,491.00
,,492_494,492.98
,,494_496,494.88
,,496_498,496.99
,,498_500,498.99
,,500_502,500.98
,,502_504,502.91
,,504_506,505.11
,,506_508,507.07
,,508_510,508.96
,,510_512,511.08
,,512_514,512.99
,,514_516,514.98
,,516_518,517.06
,,518_520,519.09
,,520_522,520.98
,,522_524,523.01
,,524_526,525.04
,,526_528,526.86
,,528_530,528.82
,,530_532,530.98
,,532_534,533.03
,,534_536,534.86
,,536_538,537.16
,,538_540,538.76
,,540_542,541.04
,,542_544,543.62
,,544_546,544.92
,,546_548,547.33
,,548_550,549.32
,,550_552,550.66
,,552_554,553.64
,,554_556,555.05
,,556_558,557.30
,,558_560,558.83
,,560_562,561.68
,,562_564,563.33
,,564_566,564.61
,,566_568,566.77
,,568_570,569.00
,,572_574,573.80
,,576_578,576.71
,,582_584,583.30
,,584_586,585.44
Category,Travel Time Bin (2 min Interval),Avg Travel Distance (mile),
,,0_2, 0.65
,,2_4, 1.28
,,4_6, 2.04
,,6_8, 2.47
,,8_10, 2.94
,,10_12, 3.62
,,12_14, 3.61
,,14_16, 3.39
,,16_18, 3.36
,,18_20, 3.11
,,20_22, 2.31
,,22_24, 2.65
,,24_26, 2.74
,,26_28, 2.75
,,28_30, 2.63
,,30_32, 2.72
,,32_34, 2.78
,,34_36, 2.91
,,36_38, 2.97
,,38_40, 3.13
,,40_42, 3.09
,,42_44, 2.91
,,44_46, 3.06
,,46_48, 3.02
,,48_50, 2.90
,,50_52, 3.05
,,52_54, 2.90
,,54_56, 3.02
,,56_58, 2.88
,,58_60, 2.97
,,60_62, 2.74
,,62_64, 2.85
,,64_66, 3.01
,,66_68, 2.73
,,68_70, 3.05
,,70_72, 2.73
,,72_74, 2.85
,,74_76, 2.67
,,76_78, 2.53
,,78_80, 2.60
,,80_82, 2.66
,,82_84, 2.39
,,84_86, 2.57
,,86_88, 2.45
,,88_90, 2.82
,,90_92, 2.75
,,92_94, 2.61
,,94_96, 2.19
,,96_98, 2.11
,,98_100, 2.42
,,100_102, 1.93
,,102_104, 2.06
,,104_106, 2.58
,,106_108, 2.20
,,108_110, 2.18
,,110_112, 2.23
,,112_114, 2.19
,,114_116, 2.11
,,116_118, 2.18
,,118_120, 2.82
,,120_122, 1.98
,,122_124, 2.29
,,124_126, 2.13
,,126_128, 2.12
,,128_130, 1.76
,,130_132, 1.76
,,132_134, 1.89
,,134_136, 1.70
,,136_138, 1.85
,,138_140, 1.65
,,140_142, 1.84
,,142_144, 1.87
,,144_146, 1.92
,,146_148, 1.94
,,148_150, 1.75
,,150_152, 2.15
,,152_154, 2.03
,,154_156, 1.97
,,156_158, 1.97
,,158_160, 2.06
,,160_162, 1.88
,,162_164, 1.92
,,164_166, 1.75
,,166_168, 1.74
,,168_170, 1.83
,,170_172, 1.63
,,172_174, 1.68
,,174_176, 1.83
,,176_178, 1.80
,,178_180, 1.71
,,180_182, 1.59
,,182_184, 1.62
,,184_186, 1.73
,,186_188, 1.97
,,188_190, 1.88
,,190_192, 2.02
,,192_194, 1.99
,,194_196, 1.80
,,196_198, 2.04
,,198_200, 2.10
,,200_202, 2.18
,,202_204, 1.84
,,204_206, 2.10
,,206_208, 1.86
,,208_210, 1.98
,,210_212, 1.95
,,212_214, 1.89
,,214_216, 2.19
,,216_218, 2.05
,,218_220, 2.14
,,220_222, 2.20
,,222_224, 2.00
,,224_226, 2.21
,,226_228, 2.39
,,228_230, 2.24
,,230_232, 2.36
,,232_234, 2.12
,,234_236, 2.08
,,236_238, 2.29
,,238_240, 2.61
,,240_242, 2.41
,,242_244, 2.19
,,244_246, 2.13
,,246_248, 2.28
,,248_250, 2.24
,,250_252, 2.32
,,252_254, 2.41
,,254_256, 2.25
,,256_258, 2.30
,,258_260, 2.34
,,260_262, 2.13
,,262_264, 2.33
,,264_266, 2.14
,,266_268, 2.39
,,268_270, 2.25
,,270_272, 2.36
,,272_274, 2.19
,,274_276, 2.19
,,276_278, 2.38
,,278_280, 2.50
,,280_282, 2.32
,,282_284, 2.26
,,284_286, 2.52
,,286_288, 2.61
,,288_290, 2.51
,,290_292, 2.28
,,292_294, 2.34
,,294_296, 2.12
,,296_298, 2.20
,,298_300, 2.29
,,300_302, 2.28
,,302_304, 2.48
,,304_306, 2.27
,,306_308, 2.49
,,308_310, 2.40
,,310_312, 2.27
,,312_314, 2.11
,,314_316, 2.17
,,316_318, 2.20
,,318_320, 2.13
,,320_322, 2.30
,,322_324, 2.45
,,324_326, 2.40
,,326_328, 2.21
,,328_330, 2.30
,,330_332, 2.41
,,332_334, 2.33
,,334_336, 2.39
,,336_338, 2.50
,,338_340, 2.43
,,340_342, 2.41
,,342_344, 2.32
,,344_346, 2.44
,,346_348, 2.60
,,348_350, 2.43
,,350_352, 2.43
,,352_354, 2.57
,,354_356, 2.59
,,356_358, 2.64
,,358_360, 2.44
,,360_362, 2.74
,,362_364, 2.59
,,364_366, 2.75
,,366_368, 2.92
,,368_370, 2.90
,,370_372, 2.91
,,372_374, 2.96
,,374_376, 2.80
,,376_378, 2.77
,,378_380, 2.62
,,380_382, 2.82
,,382_384, 2.85
,,384_386, 2.60
,,386_388, 2.75
,,388_390, 2.65
,,390_392, 2.55
,,392_394, 2.64
,,394_396, 2.78
,,396_398, 2.79
,,398_400, 2.85
,,400_402, 2.53
,,402_404, 2.83
,,404_406, 2.84
,,406_408, 2.77
,,408_410, 2.83
,,410_412, 2.82
,,412_414, 2.89
,,414_416, 2.92
,,416_418, 2.87
,,418_420, 2.94
,,420_422, 3.04
,,422_424, 2.84
,,424_426, 2.90
,,426_428, 2.78
,,428_430, 2.93
,,430_432, 2.90
,,432_434, 2.86
,,434_436, 3.00
,,436_438, 3.33
,,438_440, 3.33
,,440_442, 3.04
,,442_444, 3.22
,,444_446, 3.16
,,446_448, 3.05
,,448_450, 3.09
,,450_452, 3.47
,,452_454, 3.31
,,454_456, 3.31
,,456_458, 3.35
,,458_460, 3.52
,,460_462, 3.51
,,462_464, 3.60
,,464_466, 3.84
,,466_468, 3.63
,,468_470, 3.66
,,470_472, 3.75
,,472_474, 3.63
,,474_476, 3.72
,,476_478, 3.65
,,478_480, 3.68
,,480_482, 3.77
,,482_484, 3.69
,,484_486, 3.82
,,486_488, 3.91
,,488_490, 3.85
,,490_492, 3.98
,,492_494, 4.03
,,494_496, 3.36
,,496_498, 3.75
,,498_500, 3.63
,,500_502, 3.55
,,502_504, 3.61
,,504_506, 3.82
,,506_508, 3.59
,,508_510, 4.28
,,510_512, 4.03
,,512_514, 4.12
,,514_516, 4.17
,,516_518, 4.26
,,518_520, 4.14
,,520_522, 4.41
,,522_524, 4.52
,,524_526, 4.12
,,526_528, 4.37
,,528_530, 5.00
,,530_532, 4.49
,,532_534, 4.75
,,534_536, 4.23
,,536_538, 4.85
,,538_540, 3.97
,,540_542, 4.36
,,542_544, 3.68
,,544_546, 3.88
,,546_548, 4.27
,,548_550, 4.14
,,550_552, 4.45
,,552_554, 2.96
,,554_556, 3.68
,,556_558, 3.67
,,558_560, 2.38
,,560_562, 2.57
,,562_564, 3.27
