Vehicle Selection Mode,--,Partial Trips Passing Selected Path,--
,,210_215, 3.00
,,215_220, 3.00
,,220_225, 2.00
,,225_230, 3.00
,,230_235, 3.00
,,235_240, 2.00
,,240_245, 3.00
,,245_250, 3.00
,,250_255, 1.00
,,255_260, 2.00
,,260_265, 2.00
,,265_270, 3.00
,,270_275, 3.00
,,275_280, 1.00
,,280_285, 4.00
,,285_290, 3.00
,,290_295, 2.00
,,295_300, 3.00
,,300_305, 1.00
,,305_310, 3.00
,,310_315, 2.00
,,315_320, 2.00
,,320_325, 3.00
,,325_330, 2.00
,,335_340, 1.00
,,350_355, 1.00
,,355_360, 1.00
Category,Travel Time Bin (5 min Interval),Cumulative Number of Vehicles,
,,10_15, 6.00
,,15_20,10.00
,,20_25,15.00
,,25_30,22.00
,,30_35,27.00
,,35_40,32.00
,,40_45,38.00
,,45_50,43.00
,,55_60,47.00
,,60_65,49.00
,,70_75,50.00
,,75_80,52.00
,,80_85,56.00
,,90_95,57.00
,,95_100,59.00
,,100_105,60.00
,,105_110,64.00
,,110_115,67.00
,,140_145,69.00
,,145_150,72.00
,,150_155,78.00
,,155_160,81.00
,,160_165,83.00
,,170_175,85.00
,,175_180,86.00
,,180_185,89.00
,,185_190,91.00
,,190_195,95.00
,,195_200,98.00
,,200_205,100.00
,,205_210,102.00
,,210_215,105.00
,,215_220,108.00
,,220_225,110.00
,,225_230,113.00
,,230_235,116.00
,,235_240,118.00
,,240_245,121.00
,,245_250,124.00
,,250_255,125.00
,,255_260,127.00
,,260_265,129.00
,,265_270,132.00
,,270_275,135.00
,,275_280,136.00
,,280_285,140.00
,,285_290,143.00
,,290_295,145.00
,,295_300,148.00
,,300_305,149.00
,,305_310,152.00
,,310_315,154.00
,,315_320,156.00
,,320_325,159.00
,,325_330,161.00
,,335_340,162.00
,,350_355,163.00
,,355_360,164.00
Category,Travel Time Bin (5 min Interval),Total Travel Time (min),
,,10_15,45.00
,,15_20,33.00
,,20_25,52.90
,,25_30,83.90
,,30_35,84.00
,,35_40,87.90
,,40_45,106.10
,,45_50,111.00
,,55_60,73.10
,,60_65,43.00
,,70_75,22.00
,,75_80,48.00
,,80_85,95.00
,,90_95, 7.00
,,95_100,69.00
,,100_105, 7.00
,,105_110,45.00
,,110_115,21.00
,,140_145,16.00
,,145_150,24.00
,,150_155,47.70
,,155_160,24.00
,,160_165,15.90
,,170_175,70.00
,,175_180, 7.00
,,180_185,22.00
,,185_190,14.90
,,190_195,27.90
,,195_200,21.00
,,200_205,14.00
,,205_210,14.00
,,210_215,21.00
,,215_220,21.00
,,220_225,14.00
,,225_230,21.00
,,230_235,21.00
,,235_240,15.00
,,240_245,21.00
,,245_250,21.00
,,250_255, 7.00
,,255_260,14.00
,,260_265,14.00
,,265_270,21.00
,,270_275,21.00
,,275_280, 7.00
,,280_285,28.00
,,285_290,21.00
,,290_295,14.00
,,295_300,21.00
,,300_305, 7.00
,,305_310,21.00
,,310_315,14.00
,,315_320,14.00
,,320_325,21.00
,,325_330,14.00
,,335_340, 7.00
,,350_355, 7.00
,,355_360, 8.00
Category,Travel Time Bin (5 min Interval),Total Travel Distance (mile),
,,10_15, 9.08
,,15_20, 6.06
,,20_25, 7.57
,,25_30,10.60
,,30_35, 7.57
,,35_40, 7.57
,,40_45, 9.08
,,45_50, 7.57
,,55_60, 6.06
,,60_65, 3.03
,,70_75, 1.51
,,75_80, 3.03
,,80_85, 6.06
,,90_95, 1.51
,,95_100, 3.03
,,100_105, 1.51
,,105_110, 6.06
,,110_115, 4.54
,,140_145, 3.03
,,145_150, 4.54
,,150_155, 9.08
,,155_160, 4.54
,,160_165, 3.03
,,170_175, 3.03
,,175_180, 1.51
,,180_185, 4.54
,,185_190, 3.03
,,190_195, 6.06
,,195_200, 4.54
,,200_205, 3.03
,,205_210, 3.03
,,210_215, 4.54
,,215_220, 4.54
,,220_225, 3.03
,,225_230, 4.54
,,230_235, 4.54
,,235_240, 3.03
,,240_245, 4.54
,,245_250, 4.54
,,250_255, 1.51
,,255_260, 3.03
,,260_265, 3.03
,,265_270, 4.54
,,270_275, 4.54
,,275_280, 1.51
,,280_285, 6.06
,,285_290, 4.54
,,290_295, 3.03
,,295_300, 4.54
,,300_305, 1.51
,,305_310, 4.54
,,310_315, 3.03
,,315_320, 3.03
,,320_325, 4.54
,,325_330, 3.03
,,335_340, 1.51
,,350_355, 1.51
,,355_360, 1.51
Category,Travel Time Bin (5 min Interval),Avg Travel Time (min),
,,10_15, 7.50
,,15_20, 8.25
,,20_25,10.58
,,25_30,11.99
,,30_35,16.80
,,35_40,17.58
,,40_45,17.68
,,45_50,22.20
,,55_60,18.27
,,60_65,21.50
,,70_75,22.00
,,75_80,24.00
,,80_85,23.75
,,90_95, 7.00
,,95_100,34.50
,,100_105, 7.00
,,105_110,11.25
,,110_115, 7.00
,,140_145, 8.00
,,145_150, 8.00
,,150_155, 7.95
,,155_160, 8.00
,,160_165, 7.95
,,170_175,35.00
,,175_180, 7.00
,,180_185, 7.33
,,185_190, 7.45
,,190_195, 6.98
,,195_200, 7.00
,,200_205, 7.00
,,205_210, 7.00
,,210_215, 7.00
,,215_220, 7.00
,,220_225, 7.00
,,225_230, 7.00
,,230_235, 7.00
,,235_240, 7.50
,,240_245, 7.00
,,245_250, 7.00
,,250_255, 7.00
,,255_260, 7.00
,,260_265, 7.00
,,265_270, 7.00
,,270_275, 7.00
,,275_280, 7.00
,,280_285, 7.00
,,285_290, 7.00
,,290_295, 7.00
,,295_300, 7.00
,,300_305, 7.00
,,305_310, 7.00
,,310_315, 7.00
,,315_320, 7.00
,,320_325, 7.00
,,325_330, 7.00
,,335_340, 7.00
,,350_355, 7.00
,,355_360, 8.00
Category,Travel Time Bin (5 min Interval),Avg Travel Distance (mile),
,,10_15, 1.51
,,15_20, 1.51
,,20_25, 1.51
,,25_30, 1.51
,,30_35, 1.51
,,35_40, 1.51
,,40_45, 1.51
,,45_50, 1.51
,,55_60, 1.51
,,60_65, 1.51
,,70_75, 1.51
,,75_80, 1.51
,,80_85, 1.51
,,90_95, 1.51
,,95_100, 1.51
,,100_105, 1.51
,,105_110, 1.51
,,110_115, 1.51
,,140_145, 1.51
,,145_150, 1.51
,,150_155, 1.51
,,155_160, 1.51
,,160_165, 1.51
,,170_175, 1.51
,,175_180, 1.51
,,180_185, 1.51
,,185_190, 1.51
,,190_195, 1.51
,,195_200, 1.51
,,200_205, 1.51
,,205_210, 1.51
,,210_215, 1.51
,,215_220, 1.51
,,220_225, 1.51
,,225_230, 1.51
,,230_235, 1.51
,,235_240, 1.51
,,240_245, 1.51
,,245_250, 1.51
,,250_255, 1.51
,,255_260, 1.51
,,260_265, 1.51
,,265_270, 1.51
,,270_275, 1.51
,,275_280, 1.51
,,280_285, 1.51
,,285_290, 1.51
,,290_295, 1.51
,,295_300, 1.51
,,300_305, 1.51
,,305_310, 1.51
,,310_315, 1.51
,,315_320, 1.51
,,320_325, 1.51
,,325_330, 1.51
,,335_340, 1.51
,,350_355, 1.51
,,355_360, 1.51
Category,Travel Time Bin (5 min Interval),Avg Speed (mile/hour),
,,10_15,12.11
,,15_20,11.01
,,20_25, 8.59
,,25_30, 7.58
,,30_35, 5.41
,,35_40, 5.17
,,40_45, 5.14
,,45_50, 4.09
,,55_60, 4.97
,,60_65, 4.22
,,70_75, 4.13
,,75_80, 3.78
,,80_85, 3.82
,,90_95,12.98
,,95_100, 2.63
,,100_105,12.98
,,105_110, 8.07
,,110_115,12.98
,,140_145,11.35
,,145_150,11.35
,,150_155,11.43
,,155_160,11.35
,,160_165,11.43
,,170_175, 2.60
,,175_180,12.98
,,180_185,12.39
,,185_190,12.19
,,190_195,13.02
,,195_200,12.98
,,200_205,12.98
,,205_210,12.98
,,210_215,12.98
,,215_220,12.98
,,220_225,12.98
,,225_230,12.98
,,230_235,12.98
,,235_240,12.11
,,240_245,12.98
,,245_250,12.98
,,250_255,12.98
,,255_260,12.98
,,260_265,12.98
,,265_270,12.98
,,270_275,12.98
,,275_280,12.98
,,280_285,12.98
,,285_290,12.98
,,290_295,12.98
,,295_300,12.98
,,300_305,12.98
,,305_310,12.98
,,310_315,12.98
,,315_320,12.98
,,320_325,12.98
,,325_330,12.98
,,335_340,12.98
,,350_355,12.98
,,355_360,11.35
Category,Travel Time Bin (5 min Interval),Avg Travel Time Per Mile (min/mile),
,,10_15, 4.95
,,15_20, 5.45
,,20_25, 6.99
,,25_30, 7.92
,,30_35,11.10
,,35_40,11.61
,,40_45,11.68
,,45_50,14.66
,,55_60,12.07
,,60_65,14.20
,,70_75,14.53
,,75_80,15.85
,,80_85,15.69
,,90_95, 4.62
,,95_100,22.79
,,100_105, 4.62
,,105_110, 7.43
,,110_115, 4.62
,,140_145, 5.28
,,145_150, 5.28
,,150_155, 5.25
,,155_160, 5.28
,,160_165, 5.25
,,170_175,23.12
,,175_180, 4.62
,,180_185, 4.84
,,185_190, 4.92
,,190_195, 4.61
,,195_200, 4.62
,,200_205, 4.62
,,205_210, 4.62
,,210_215, 4.62
,,215_220, 4.62
,,220_225, 4.62
,,225_230, 4.62
,,230_235, 4.62
,,235_240, 4.95
,,240_245, 4.62
,,245_250, 4.62
,,250_255, 4.62
,,255_260, 4.62
,,260_265, 4.62
,,265_270, 4.62
,,270_275, 4.62
,,275_280, 4.62
,,280_285, 4.62
,,285_290, 4.62
,,290_295, 4.62
,,295_300, 4.62
,,300_305, 4.62
,,305_310, 4.62
,,310_315, 4.62
,,315_320, 4.62
,,320_325, 4.62
,,325_330, 4.62
,,335_340, 4.62
,,350_355, 4.62
,,355_360, 5.28
Category,Travel Time Bin (5 min Interval),Travel Time Index: mean/FFTT,
,,10_15, 2.97
,,15_20, 3.27
,,20_25, 4.19
,,25_30, 4.75
,,30_35, 6.66
,,35_40, 6.97
,,40_45, 7.01
,,45_50, 8.80
,,55_60, 7.24
,,60_65, 8.52
,,70_75, 8.72
,,75_80, 9.51
,,80_85, 9.41
,,90_95, 2.77
,,95_100,13.67
,,100_105, 2.77
,,105_110, 4.46
,,110_115, 2.77
,,140_145, 3.17
,,145_150, 3.17
,,150_155, 3.15
,,155_160, 3.17
,,160_165, 3.15
,,170_175,13.87
,,175_180, 2.77
,,180_185, 2.91
,,185_190, 2.95
,,190_195, 2.76
,,195_200, 2.77
,,200_205, 2.77
,,205_210, 2.77
,,210_215, 2.77
,,215_220, 2.77
,,220_225, 2.77
,,225_230, 2.77
,,230_235, 2.77
,,235_240, 2.97
,,240_245, 2.77
,,245_250, 2.77
,,250_255, 2.77
,,255_260, 2.77
,,260_265, 2.77
,,265_270, 2.77
,,270_275, 2.77
,,275_280, 2.77
,,280_285, 2.77
,,285_290, 2.77
,,290_295, 2.77
,,295_300, 2.77
,,300_305, 2.77
,,305_310, 2.77
,,310_315, 2.77
,,315_320, 2.77
,,320_325, 2.77
,,325_330, 2.77
,,335_340, 2.77
,,350_355, 2.77
,,355_360, 3.17
Category,Travel Time Bin (5 min Interval),Avg Travel Time STD (min),
,,10_15, 0.50
,,15_20, 1.64
,,20_25, 3.90
,,25_30, 4.01
,,30_35, 5.79
,,35_40, 5.66
,,40_45, 4.95
,,45_50, 7.65
,,55_60, 1.33
,,60_65, 0.50
,,75_80, 2.00
,,80_85, 2.77
,,95_100,27.50
,,105_110, 7.36
,,150_155, 0.05
,,160_165, 0.05
,,170_175,28.00
,,180_185, 0.47
,,185_190, 0.55
,,190_195, 0.04
,,235_240, 0.50
Category,Travel Time Bin (5 min Interval),95th Percentile Travel Time (min),
,,10_15, 8.00
,,15_20,11.00
,,20_25,17.00
,,25_30,17.90
,,30_35,26.10
,,35_40,27.00
,,40_45,26.10
,,45_50,35.00
,,55_60,20.10
,,60_65,22.00
,,70_75,22.00
,,75_80,26.00
,,80_85,27.00
,,90_95, 7.00
,,95_100,62.00
,,100_105, 7.00
,,105_110,24.00
,,110_115, 7.00
,,140_145, 8.00
,,145_150, 8.00
,,150_155, 8.00
,,155_160, 8.00
,,160_165, 8.00
,,170_175,63.00
,,175_180, 7.00
,,180_185, 8.00
,,185_190, 8.00
,,190_195, 7.00
,,195_200, 7.00
,,200_205, 7.00
,,205_210, 7.00
,,210_215, 7.00
,,215_220, 7.00
,,220_225, 7.00
,,225_230, 7.00
,,230_235, 7.00
,,235_240, 8.00
,,240_245, 7.00
,,245_250, 7.00
,,250_255, 7.00
,,255_260, 7.00
,,260_265, 7.00
,,265_270, 7.00
,,270_275, 7.00
,,275_280, 7.00
,,280_285, 7.00
,,285_290, 7.00
,,290_295, 7.00
,,295_300, 7.00
,,300_305, 7.00
,,305_310, 7.00
,,310_315, 7.00
,,315_320, 7.00
,,320_325, 7.00
,,325_330, 7.00
,,335_340, 7.00
,,350_355, 7.00
,,355_360, 8.00
Category,Travel Time Bin (5 min Interval),90th Percentile Travel Time (min),
,,10_15, 8.00
,,15_20,11.00
,,20_25,17.00
,,25_30,17.90
,,30_35,26.10
,,35_40,27.00
,,40_45,26.10
,,45_50,35.00
,,55_60,20.10
,,60_65,22.00
,,70_75,22.00
,,75_80,26.00
,,80_85,27.00
,,90_95, 7.00
,,95_100,62.00
,,100_105, 7.00
,,105_110,24.00
,,110_115, 7.00
,,140_145, 8.00
,,145_150, 8.00
,,150_155, 8.00
,,155_160, 8.00
,,160_165, 8.00
,,170_175,63.00
,,175_180, 7.00
,,180_185, 8.00
,,185_190, 8.00
,,190_195, 7.00
,,195_200, 7.00
,,200_205, 7.00
,,205_210, 7.00
,,210_215, 7.00
,,215_220, 7.00
,,220_225, 7.00
,,225_230, 7.00
,,230_235, 7.00
,,235_240, 8.00
,,240_245, 7.00
,,245_250, 7.00
,,250_255, 7.00
,,255_260, 7.00
,,260_265, 7.00
,,265_270, 7.00
,,270_275, 7.00
,,275_280, 7.00
,,280_285, 7.00
,,285_290, 7.00
,,290_295, 7.00
,,295_300, 7.00
,,300_305, 7.00
,,305_310, 7.00
,,310_315, 7.00
,,315_320, 7.00
,,320_325, 7.00
,,325_330, 7.00
,,335_340, 7.00
,,350_355, 7.00
,,355_360, 8.00
Category,Travel Time Bin (5 min Interval),80th Percentile Travel Time (min),
,,10_15, 8.00
,,15_20,11.00
,,20_25,17.00
,,25_30,17.00
,,30_35,26.10
,,35_40,27.00
,,40_45,21.00
,,45_50,35.00
,,55_60,20.10
,,60_65,22.00
,,70_75,22.00
,,75_80,26.00
,,80_85,27.00
,,90_95, 7.00
,,95_100,62.00
,,100_105, 7.00
,,105_110,24.00
,,110_115, 7.00
,,140_145, 8.00
,,145_150, 8.00
,,150_155, 8.00
,,155_160, 8.00
,,160_165, 8.00
,,170_175,63.00
,,175_180, 7.00
,,180_185, 8.00
,,185_190, 8.00
,,190_195, 7.00
,,195_200, 7.00
,,200_205, 7.00
,,205_210, 7.00
,,210_215, 7.00
,,215_220, 7.00
,,220_225, 7.00
,,225_230, 7.00
,,230_235, 7.00
,,235_240, 8.00
,,240_245, 7.00
,,245_250, 7.00
,,250_255, 7.00
,,255_260, 7.00
,,260_265, 7.00
,,265_270, 7.00
,,270_275, 7.00
,,275_280, 7.00
,,280_285, 7.00
,,285_290, 7.00
,,290_295, 7.00
,,295_300, 7.00
,,300_305, 7.00
,,305_310, 7.00
,,310_315, 7.00
,,315_320, 7.00
,,320_325, 7.00
,,325_330, 7.00
,,335_340, 7.00
,,350_355, 7.00
,,355_360, 8.00
Category,Travel Time Bin (5 min Interval),Planning Time Index: 95th percentile/FFTT,
,,10_15, 3.17
,,15_20, 4.36
,,20_25, 6.74
,,25_30, 7.09
,,30_35,10.34
,,35_40,10.70
,,40_45,10.34
,,45_50,13.87
,,55_60, 7.97
,,60_65, 8.72
,,70_75, 8.72
,,75_80,10.30
,,80_85,10.70
,,90_95, 2.77
,,95_100,24.57
,,100_105, 2.77
,,105_110, 9.51
,,110_115, 2.77
,,140_145, 3.17
,,145_150, 3.17
,,150_155, 3.17
,,155_160, 3.17
,,160_165, 3.17
,,170_175,24.97
,,175_180, 2.77
,,180_185, 3.17
,,185_190, 3.17
,,190_195, 2.77
,,195_200, 2.77
,,200_205, 2.77
,,205_210, 2.77
,,210_215, 2.77
,,215_220, 2.77
,,220_225, 2.77
,,225_230, 2.77
,,230_235, 2.77
,,235_240, 3.17
,,240_245, 2.77
,,245_250, 2.77
,,250_255, 2.77
,,255_260, 2.77
,,260_265, 2.77
,,265_270, 2.77
,,270_275, 2.77
,,275_280, 2.77
,,280_285, 2.77
,,285_290, 2.77
,,290_295, 2.77
,,295_300, 2.77
,,300_305, 2.77
,,305_310, 2.77
,,310_315, 2.77
,,315_320, 2.77
,,320_325, 2.77
,,325_330, 2.77
,,335_340, 2.77
,,350_355, 2.77
,,355_360, 3.17
Category,Travel Time Bin (5 min Interval),Buffer Index: (95th percentile - mean)/mean,
,,10_15, 0.07
,,15_20, 0.33
,,20_25, 0.61
,,25_30, 0.49
,,30_35, 0.55
,,35_40, 0.54
,,40_45, 0.48
,,45_50, 0.58
,,55_60, 0.10
,,60_65, 0.02
,,75_80, 0.08
,,80_85, 0.14
,,95_100, 0.80
,,105_110, 1.13
,,170_175, 0.80
,,180_185, 0.09
,,185_190, 0.07
,,235_240, 0.07
Category,Travel Time Bin (5 min Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,15_20, 3.00
,,20_25, 3.81
,,25_30, 1.73
,,30_35, 6.55
,,35_40, 4.00
,,40_45, 1.35
,,45_50, 9.00
,,55_60, 0.55
,,80_85, 0.20
,,105_110,1700.00
,,180_185,100.00
Category,Travel Time Bin (5 min Interval),Travel Time Per Mile STD (min/mile),
,,10_15, 0.33
,,15_20, 1.08
,,20_25, 2.57
,,25_30, 2.65
,,30_35, 3.82
,,35_40, 3.74
,,40_45, 3.27
,,45_50, 5.05
,,55_60, 0.88
,,60_65, 0.33
,,75_80, 1.32
,,80_85, 1.83
,,95_100,18.17
,,105_110, 4.86
,,150_155, 0.03
,,160_165, 0.03
,,170_175,18.50
,,180_185, 0.31
,,185_190, 0.36
,,190_195, 0.03
,,235_240, 0.33
Category,Travel Time Bin (5 min Interval),95th Percentile Travel Time Per Mile (min/mile),
,,10_15, 5.28
,,15_20, 7.27
,,20_25,11.23
,,25_30,11.82
,,30_35,17.24
,,35_40,17.83
,,40_45,17.24
,,45_50,23.12
,,55_60,13.28
,,60_65,14.53
,,70_75,14.53
,,75_80,17.17
,,80_85,17.83
,,90_95, 4.62
,,95_100,40.95
,,100_105, 4.62
,,105_110,15.85
,,110_115, 4.62
,,140_145, 5.28
,,145_150, 5.28
,,150_155, 5.28
,,155_160, 5.28
,,160_165, 5.28
,,170_175,41.61
,,175_180, 4.62
,,180_185, 5.28
,,185_190, 5.28
,,190_195, 4.62
,,195_200, 4.62
,,200_205, 4.62
,,205_210, 4.62
,,210_215, 4.62
,,215_220, 4.62
,,220_225, 4.62
,,225_230, 4.62
,,230_235, 4.62
,,235_240, 5.28
,,240_245, 4.62
,,245_250, 4.62
,,250_255, 4.62
,,255_260, 4.62
,,260_265, 4.62
,,265_270, 4.62
,,270_275, 4.62
,,275_280, 4.62
,,280_285, 4.62
,,285_290, 4.62
,,290_295, 4.62
,,295_300, 4.62
,,300_305, 4.62
,,305_310, 4.62
,,310_315, 4.62
,,315_320, 4.62
,,320_325, 4.62
,,325_330, 4.62
,,335_340, 4.62
,,350_355, 4.62
,,355_360, 5.28
Category,Travel Time Bin (5 min Interval),90th Percentile Travel Time Per Mile (min/mile),
,,10_15, 5.28
,,15_20, 7.27
,,20_25,11.23
,,25_30,11.82
,,30_35,17.24
,,35_40,17.83
,,40_45,17.24
,,45_50,23.12
,,55_60,13.28
,,60_65,14.53
,,70_75,14.53
,,75_80,17.17
,,80_85,17.83
,,90_95, 4.62
,,95_100,40.95
,,100_105, 4.62
,,105_110,15.85
,,110_115, 4.62
,,140_145, 5.28
,,145_150, 5.28
,,150_155, 5.28
,,155_160, 5.28
,,160_165, 5.28
,,170_175,41.61
,,175_180, 4.62
,,180_185, 5.28
,,185_190, 5.28
,,190_195, 4.62
,,195_200, 4.62
,,200_205, 4.62
,,205_210, 4.62
,,210_215, 4.62
,,215_220, 4.62
,,220_225, 4.62
,,225_230, 4.62
,,230_235, 4.62
,,235_240, 5.28
,,240_245, 4.62
,,245_250, 4.62
,,250_255, 4.62
,,255_260, 4.62
,,260_265, 4.62
,,265_270, 4.62
,,270_275, 4.62
,,275_280, 4.62
,,280_285, 4.62
,,285_290, 4.62
,,290_295, 4.62
,,295_300, 4.62
,,300_305, 4.62
,,305_310, 4.62
,,310_315, 4.62
,,315_320, 4.62
,,320_325, 4.62
,,325_330, 4.62
,,335_340, 4.62
,,350_355, 4.62
,,355_360, 5.28
Category,Travel Time Bin (5 min Interval),80th Percentile Travel Time Per Mile (min/mile),
,,10_15, 5.28
,,15_20, 7.27
,,20_25,11.23
,,25_30,11.23
,,30_35,17.24
,,35_40,17.83
,,40_45,13.87
,,45_50,23.12
,,55_60,13.28
,,60_65,14.53
,,70_75,14.53
,,75_80,17.17
,,80_85,17.83
,,90_95, 4.62
,,95_100,40.95
,,100_105, 4.62
,,105_110,15.85
,,110_115, 4.62
,,140_145, 5.28
,,145_150, 5.28
,,150_155, 5.28
,,155_160, 5.28
,,160_165, 5.28
,,170_175,41.61
,,175_180, 4.62
,,180_185, 5.28
,,185_190, 5.28
,,190_195, 4.62
,,195_200, 4.62
,,200_205, 4.62
,,205_210, 4.62
,,210_215, 4.62
,,215_220, 4.62
,,220_225, 4.62
,,225_230, 4.62
,,230_235, 4.62
,,235_240, 5.28
,,240_245, 4.62
,,245_250, 4.62
,,250_255, 4.62
,,255_260, 4.62
,,260_265, 4.62
,,265_270, 4.62
,,270_275, 4.62
,,275_280, 4.62
,,280_285, 4.62
,,285_290, 4.62
,,290_295, 4.62
,,295_300, 4.62
,,300_305, 4.62
,,305_310, 4.62
,,310_315, 4.62
,,315_320, 4.62
,,320_325, 4.62
,,325_330, 4.62
,,335_340, 4.62
,,350_355, 4.62
,,355_360, 5.28
Category,Travel Time Bin (5 min Interval),Total Generalized Time:TT+Toll/VOT (min),
,,10_15,77.31
,,15_20,66.72
,,20_25,111.71
,,25_30,188.27
,,30_35,164.21
,,35_40,184.33
,,40_45,255.12
,,45_50,237.99
,,55_60,230.66
,,60_65,124.73
,,70_75,74.09
,,75_80,152.77
,,80_85,328.49
,,90_95,94.46
,,95_100,190.62
,,100_105,100.62
,,105_110,424.27
,,110_115,338.00
,,140_145,288.36
,,145_150,443.45
,,150_155,914.18
,,155_160,475.64
,,160_165,322.18
,,170_175,344.57
,,175_180,179.11
,,180_185,548.67
,,185_190,373.47
,,190_195,767.27
,,195_200,591.61
,,200_205,407.20
,,205_210,413.94
,,210_215,634.27
,,215_220,653.89
,,220_225,444.18
,,225_230,682.02
,,230_235,696.43
,,235_240,477.24
,,240_245,728.94
,,245_250,744.25
,,250_255,252.09
,,255_260,515.88
,,260_265,523.48
,,265_270,801.95
,,270_275,816.85
,,275_280,277.91
,,280_285,1132.25
,,285_290,861.54
,,290_295,584.17
,,295_300,895.57
,,300_305,302.00
,,305_310,923.35
,,310_315,624.08
,,315_320,634.35
,,320_325,970.94
,,325_330,655.66
,,335_340,337.71
,,350_355,352.29
,,355_360,356.27
Category,Travel Time Bin (5 min Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,10_15,12.88
,,15_20,16.68
,,20_25,22.34
,,25_30,26.90
,,30_35,32.84
,,35_40,36.87
,,40_45,42.52
,,45_50,47.60
,,55_60,57.67
,,60_65,62.36
,,70_75,74.09
,,75_80,76.39
,,80_85,82.12
,,90_95,94.46
,,95_100,95.31
,,100_105,100.62
,,105_110,106.07
,,110_115,112.67
,,140_145,144.18
,,145_150,147.82
,,150_155,152.36
,,155_160,158.55
,,160_165,161.09
,,170_175,172.29
,,175_180,179.11
,,180_185,182.89
,,185_190,186.74
,,190_195,191.82
,,195_200,197.20
,,200_205,203.60
,,205_210,206.97
,,210_215,211.42
,,215_220,217.96
,,220_225,222.09
,,225_230,227.34
,,230_235,232.14
,,235_240,238.62
,,240_245,242.98
,,245_250,248.08
,,250_255,252.09
,,255_260,257.94
,,260_265,261.74
,,265_270,267.32
,,270_275,272.28
,,275_280,277.91
,,280_285,283.06
,,285_290,287.18
,,290_295,292.09
,,295_300,298.52
,,300_305,302.00
,,305_310,307.78
,,310_315,312.04
,,315_320,317.17
,,320_325,323.65
,,325_330,327.83
,,335_340,337.71
,,350_355,352.29
,,355_360,356.27
Category,Travel Time Bin (5 min Interval),Total Energy (KJ),
,,10_15,133952.91
,,15_20,118895.22
,,20_25,190676.47
,,25_30,318171.06
,,30_35,254741.88
,,35_40,288747.00
,,40_45,393602.66
,,45_50,333263.97
,,55_60,319356.91
,,60_65,178754.73
,,70_75,106871.15
,,75_80,221139.95
,,80_85,430338.13
,,90_95,92326.88
,,95_100,178273.95
,,100_105,97943.85
,,105_110,403839.44
,,110_115,343582.59
,,140_145,285715.25
,,145_150,421132.69
,,150_155,863522.56
,,155_160,499424.72
,,160_165,345350.84
,,170_175,318105.88
,,175_180,152431.41
,,180_185,504178.31
,,185_190,339490.09
,,190_195,732682.50
,,195_200,521622.44
,,200_205,358417.50
,,205_210,394243.63
,,210_215,579768.00
,,215_220,622222.94
,,220_225,384452.75
,,225_230,675686.56
,,230_235,631865.50
,,235_240,401851.00
,,240_245,631766.88
,,245_250,627307.94
,,250_255,211559.64
,,255_260,441084.94
,,260_265,483669.88
,,265_270,679247.94
,,270_275,727321.63
,,275_280,238885.84
,,280_285,963958.38
,,285_290,738630.63
,,290_295,494482.94
,,295_300,795563.94
,,300_305,293681.84
,,305_310,761959.50
,,310_315,516849.81
,,315_320,532187.75
,,320_325,800334.50
,,325_330,538967.19
,,335_340,270506.34
,,350_355,280091.56
,,355_360,283358.69
Category,Travel Time Bin (5 min Interval),Total CO2 (g),
,,10_15,9626.75
,,15_20,8544.60
,,20_25,13703.28
,,25_30,22865.89
,,30_35,18307.44
,,35_40,20751.28
,,40_45,28286.91
,,45_50,23950.57
,,55_60,22951.11
,,60_65,12846.51
,,70_75,7680.47
,,75_80,15892.58
,,80_85,30926.97
,,90_95,6635.23
,,95_100,12811.96
,,100_105,7038.90
,,105_110,29022.60
,,110_115,24692.13
,,140_145,20533.40
,,145_150,30265.41
,,150_155,62058.49
,,155_160,35891.98
,,160_165,24819.20
,,170_175,22861.21
,,175_180,10954.74
,,180_185,36233.60
,,185_190,24398.02
,,190_195,52655.43
,,195_200,37487.27
,,200_205,25758.27
,,205_210,28332.96
,,210_215,41665.98
,,215_220,44717.06
,,220_225,27629.34
,,225_230,48559.30
,,230_235,45410.05
,,235_240,28879.70
,,240_245,45402.98
,,245_250,45082.53
,,250_255,15204.09
,,255_260,31699.31
,,260_265,34759.72
,,265_270,48815.29
,,270_275,52270.16
,,275_280,17167.93
,,280_285,69276.48
,,285_290,53082.92
,,290_295,35536.84
,,295_300,57174.51
,,300_305,21105.91
,,305_310,54759.48
,,310_315,37144.27
,,315_320,38246.57
,,320_325,57517.37
,,325_330,38733.78
,,335_340,19440.39
,,350_355,20129.25
,,355_360,20364.04
Category,Travel Time Bin (5 min Interval),Total NOx (g),
,,10_15, 1.24
,,15_20, 0.87
,,20_25, 1.81
,,25_30, 3.50
,,30_35, 3.12
,,35_40, 2.79
,,40_45, 2.71
,,45_50, 2.03
,,55_60, 2.64
,,60_65, 1.11
,,70_75, 0.72
,,75_80, 3.09
,,80_85, 2.46
,,90_95, 0.27
,,95_100, 0.44
,,100_105, 0.31
,,105_110, 1.06
,,110_115, 2.02
,,140_145, 0.69
,,145_150, 0.96
,,150_155, 1.94
,,155_160, 3.28
,,160_165, 2.83
,,170_175, 0.80
,,175_180, 0.23
,,180_185, 2.49
